Id,Offer Status,Address,Price,Size,Property Type,Agency Name,Agent Name,Description,Property Link,Date Posted,Latitude,Longitude
6990740,,"Skyline, Bullfinch Close, Flinton, Bristol, BS34 6FG",ROA,"5,203 Sq Ft","General Industrial, Industrial Park, Light Industrial, Distribution Warehouse, Industrial",Colliers ,Alex Van Den Bogerd,"DescriptionThe scheme comprises two terraces of high specification urban logistics and light industrial warehouses.The individual units cover a wide range of sizes and can be efficiently consolidated to accommodate larger requirements.There is an opportunity to combine units to  50,000 sq ft.LocationThe scheme is located in close proximity to the arterial route of the A38, approximately 6 miles north of Bristol City Centre and 3 miles South of the M4/M5 interchange.North Bristol is a micro market of the city which is expanding rapidly over the coming years, with YTLs Brabazon development contributing to the construction of 6,000 new homes in the immediate area, along with new metro bus, railway station and community facilities.Key FeaturesAvailable nowAbility to combine units8m minimum eaves height1st floor concrete mezzanine37.5kN/m2 floor loadingSurface level loading doorsPower capacity of 1MVAPlanningPlanning secured for B2, B8 and E (g) (iii) uses.TenureAll units are available by way of a new Full Repairing and Insuring (FRI) lease.",https://propertylink.estatesgazette.com/property-details/6990740-unit-8-skyline-bullfinch-close-flinton-bristol-bs34-6fg,15th January 2025,51.522677,-2.568276
6921982,,"Unit B, Phase 2 - Parallel 49,, Unit B, Boscombe Business Park Severn Rd, Hallen, Bristol, BS10 7SB","£367,500.00","35,000 Sq Ft","General Industrial, Distribution Warehouse, Warehouse, Light Industrial, Industrial Park, Industrial",Russell Property Consultants Ltd,Rob Russell,"Parallel 49 is a high profile development site off the Severn Road (B4055), which links Avonmouth to Bristol City Centre and is adjacent to M49 Motorway. The site itself is located 3.5 miles from Junction 18/18A of the M5 and is within closeproximity of the recently completed Junction 1 on M49.",https://propertylink.estatesgazette.com/property-details/6921982-unit-b-phase-2-parallel-49-unit-b-boscombe-business-park-severn-rd-hallen-bristol-bs10-7sb,12th October 2023,51.524118,-2.652423
6947053,,"The Vining Hall, Etloe Road, Bristol, City Of Bristol, BS6",ROA,"1,273 Sq Ft","Office, Healthcare, Leisure Property, Offices, Other Property Types & Opportunities, Licensed & Leisure",Burston Cook,Julian Cook,"A ground floor, self-contained premises available to let in Westbury Park.Rent upon application.( Agency Pilot Software ref: 1503 )",https://propertylink.estatesgazette.com/property-details/6947053-the-vining-hall-etloe-road-bristol-city-of-bristol-bs6,11th February 2025,51.478422,-2.614187
6979419,,"9 Redcatch Road, Bristol, BS4 2EP","£1,500.00   PM",638 Sq Ft,"General Retail, Retail",BNP Paribas ,Rupert Elphick,"Key PointsBusy retail area, with high footfall on Redcatch RoadFitted out with a kitchenette and staff toiletShutter to the front of the shop for securityNet frontage 4.5 m wideRetail area depth 9.8mFlexible lease terms availableSummaryGreat lock up retail unit in an area of low supply and good footfallDescriptionThe property has level access off Redcatch Road, with a shop net frontage of 4.5m. Internally the space has been sub-divided, but this can be opened up to provide a retail area with a depth of 9.8m. There are two storage rooms to the rear and a kitchenette and toilet beyond that, with a level change (one step) between the rooms.The accommodation is fitted out with a suspended ceiling to the retail area with a mixture of LED and fluorescent inset lighting. It is part carpeted and part lino flooring.There is no car parking. Rear access is for the fire escape only.LocationThe property is located just on Redcatch Road, within the main retail area of Knowle. The road has good footfallwith Redcatch Road being an arterial route from the residential to the north west to Wells Road. The area is well occupied with no current vacancy.Availability_textThe accommodation comprises the following areas:",https://propertylink.estatesgazette.com/property-details/6979419-9-redcatch-road-bs4,21st November 2024,51.434992,-2.567901
6994469,,"The Aztec Centre, Aztec West Business Park, Bristol BS32 4TD",ROA,"2,030 Sq Ft","Business park, Office, Offices",CBRE - Bristol,Alex Hayman,"The Aztec Centre is located at the forefront of Aztec West , Bristol's premier business Park.  Aztec West is Bristol's leading out of town office park, which offers a wide range of on-site amenities with staff health and wellbeing in mind.Specification:• Highly prominent office suite• Excellent natural light• Suspended ceilings with LED lighting• Under floor trunking• New carpetsAvailabilty:Ground Floor - Unit 8: 2,030 sq ftRent:On application.",https://propertylink.estatesgazette.com/property-details/6994469-prominent-ground-floor-office-suite-to-let-the-aztec-centre-aztec-west-business-park-bristol-bs32-4td,27th November 2024,51.542594,-2.5720738
7017217,,"Colston Street, Bristol, BS1","£700.00 - £126,000.00   Per Month (Furnished and All-inclusive)","120 - 18,000 Sq Ft","Serviced Office, Offices",Free Office Finder,Spencer Miller,Ref: EG93119• Private Offices (Serviced) - Furnished or Unfurnished• Flexible terms: 3 months to 5 years (rolling or fixed)• Flexible start dates available• Our agency service is 100% free (paid for by landlords),https://propertylink.estatesgazette.com/property-details/7017217-range-of-private-serviced-offices-to-rent-in-colston-street-bristol,20th February 2025,51.454706,-2.597532
6956801,,"2520 The Quadrant, Aztec West, Almondsbury, Bristol, BS32 4AQ",ROA,"7,406 - 14,900 Sq Ft","Office, Offices",Colliers ,James Preece,"Description2520 Aztec West offers a self contained office located at the front of Aztec West, Bristol's premier business park, which offers a wealth of on-site amenities.Raised FloorsAir ConditioningLED LightingLiftSuspended CeilingsShower FacilitiesSecure Bike Store80 Car Parking Spaces",https://propertylink.estatesgazette.com/property-details/6956801-2520-the-quadrant-aztec-west-almondsbury-bristol-bs32-4aq,24th April 2024,51.5437494,-2.5707681
6978424,Under Offer,"BRISTOL - The Galleries, CG25 Castle Gallery, Bristol, BS1 3XE",£400.00   PM,143 Sq Ft,"General Retail, Retail",Savills - Industrial,Robert Palmer,"Key PointsBristol is the largest city in the southwest with a population of over 450,000 people.The Galleries is situated in the heart of Broadmead and provides more than 300,000 sqft of retail space with 1,000 customer parking spaces.Notable retailers in the scheme include Boots, Argos, WHSmith, Post Office, and Poundland.Small kiosk, located just inside the Castle Park entrance, close to the scheme car park .Occupiers trading on Castle Gallery include Argos and PoundlandImmediately available by way of a new flexible lease.SummaryShop to Let on Flexible Lease TermsLocationThe premises are located on the upper level of this shopping centre, just inside the main pedestrian link to the scheme car park.ViewingsPlease contact the leasing agents to discuss your business plan and arrange a viewing.PromoFlexible Lease AvailableAvailability_textThe unit is arranged as ground floor sales, providing the following approximate internal floor area.  Please note that the unit does not currently have plumbed drainage.Legal CostsThe tenant *will not* be asked to pay any of the landlord’s professional costs but will be expected to pay it’s own costs incurred in the transaction.Lease Terms / Redevelopment of The GalleriesThe Galleries is scheduled for redevelopment in the coming years; the landlord is offering flexible ""meanwhile"" leases to allow tenants to trade from this busy location until that date.The premises are immediately available on a short-format 3-year ex-Act lease.  All leases have a rolling break option so either the landlord or tenant can terminate on pre-agreed terms.The tenant will be asked to a lodge a rent deposit of £2,500 +VAT upon taking occupation.",https://propertylink.estatesgazette.com/property-details/6978424-bristol-the-galleries-cg25-castle-gallery-bs1,9th December 2024,51.45676,-2.589861
6958561,,"Southfield House, 2 Southfield Road, Westbury On Trym, Bristol, City Of Bristol, BS9",£16.00   Per Sq Ft,650 Sq Ft,"Office, Offices",Burston Cook,Georgia Warfield,"A light and airy ground floor, open plan office with 2 allocated car parking spaces.The space has recently been refurbished to a contemporary standard.New lease available. ( Agency Pilot Software ref: 1533 )",https://propertylink.estatesgazette.com/property-details/6958561-southfield-house-2-southfield-road-westbury-on-trym-bristol-city-of-bristol-bs9,7th August 2024,51.490986,-2.617286
7017144,,"Colston Avenue, Bristol, BS1","£650.00 - £138,125.00   Per Month (Furnished and All-inclusive)","120 - 21,250 Sq Ft","Serviced Office, Offices",Free Office Finder,Spencer Miller,Ref: EG92693• Private Offices (Serviced) - Furnished or Unfurnished• Flexible terms: 3 months to 5 years (rolling or fixed)• Flexible start dates available• Our agency service is 100% free (paid for by landlords),https://propertylink.estatesgazette.com/property-details/7017144-range-of-private-serviced-offices-to-rent-in-colston-avenue-bristol,20th February 2025,51.4552318,-2.596965
7016329,,"Bath Road, Bristol, BS4","£570.00 - £8,550.00   Per Month (Furnished and All-inclusive)","120 - 1,500 Sq Ft","Serviced Office, Offices",Free Office Finder,Spencer Miller,"Ref: EG92062• Private Offices (Serviced) - Furnished or Unfurnished• Flexible terms: 3 months to 5 years (rolling or fixed)• Flexible start dates available• Our agency service is 100% free (paid for by landlords)Sizes & Prices:• 30 to 50 people (1,500 to 2,500 sq ft) = From £8,550 per month + VAT",https://propertylink.estatesgazette.com/property-details/7016329-range-of-private-serviced-offices-to-rent-in-bath-road-bristol,20th February 2025,51.441487,-2.561809
6876722,,"1 Linear Park, Avon Street, Bristol BS2 0PS",ROA,"1,163 - 19,266 Sq Ft","Office, Offices",CBRE - Bristol,Alex Hayman,"Linear Park is situated on Temple Quay, close to the mainline railway station of Temple Meads, in close proximity to local amenities such as Friska, Philpotts, Ibis Hotel, street markets, Spoke & Stringer and more within a short walking distance. A landmark building, this high profile six storey office has predominantly glazed elevations providing excellent natural light to the open plan flexible office space inside. The impressive entrance and reception have been remodelled and refurbished to provide a warm welcome to visitors and staff alike.Specification:- 4-Pipe Fan Coil Air Conditioning- Suspended Ceiling- LED Lighting- Full Access Raised Floors- Contemporary Reception- 3 10-Person Passenger Lifts- Bicycle Racks- High Quality Showers- 6 Parking Spaces- B EPCFloors Available:5th Floor (fitted) - 1,163 sq ft4th Floor - 8,934 sq ft2nd Floor - 9,169 sq ftFor Rent:Price On Application",https://propertylink.estatesgazette.com/property-details/6876722-1-linear-park-avon-street-bristol-bs2-0ps-high-quality-office-space-to-let,12th December 2022,51.45208299999999,-2.5795938
6942174,,"Streamline, 436-441 Paintworks, Arnos Vale, Bristol, BS4 3AS",ROA,"813 - 6,429 Sq Ft","Office, Offices",Savills - Industrial,Sam Williams,"Key PointsOffice units from 800 - 3,000 sq ft with excellent natural light, kitchen facilities and meeting space.Fully fitted and CAT A offerings - Available directly from the landlord.Flexible lease terms available.DDA compliant access with accessible shower.Landlord fibre provision, IT services - Available upon request.Ground floor self contained unit - Available to all commerical users.Can offer tenant flexibility and amazing value space.Please make contact with the agents for further information on pricing.SummarySHORT FLEXIBLE TERMS - Streamline on Paintworks provides high quality office suites from 800 - 3,500 sq ft. BREEAM 'Excellent' & EPC A.DescriptionStreamline was built in 2018 across ground and 3 upper floors providing modern office accommodation with excellent natural lighting. The offices benefit from the following:- Open plan offices with LED lighting.- Communal kitchen facilities for all occupiers.- 2 x bookable meeting rooms via building smart app system.- Secure bike parking & shower provisions.- DDA compliant access.- Landlord can provide - Fibre and IT provision.LocationStreamline is located on the prominent Paintworks site on the Bath Road only 1.4 miles from Bristol Temple Meads Train Station and regular bus services running from Arnos Vale stop a 2 minute from Streamline.Paintworks itself benefits from onsite amenity including the Bocabar, an American style diner with additional amenity available within short walking distance along the Bath Road.Availability_textThe accommodation comprises the following areas:",https://propertylink.estatesgazette.com/property-details/6942174-streamline-436-441-paintworks-bs4,2nd January 2025,51.443931,-2.563425
7016816,,"Trinity Road, Bristol, BS2","£360.00 - £20,700.00   Per Month (Furnished and All-inclusive)","120 - 5,750 Sq Ft","Serviced Office, Offices",Free Office Finder,Spencer Miller,Ref: EG93657• Private Offices (Serviced) - Furnished or Unfurnished• Flexible terms: 3 months to 5 years (rolling or fixed)• Flexible start dates available• Our agency service is 100% free (paid for by landlords),https://propertylink.estatesgazette.com/property-details/7016816-range-of-private-serviced-offices-to-rent-in-trinity-road-bristol,20th February 2025,51.458066,-2.57597
6944590,,"St. Augustine's Court, St. Augustines Place, Bristol, City Of Bristol, BS1",£25.00   Per Sq Ft,"925 - 6,425 Sq Ft","Office, Offices",Burston Cook,Luke Dodge,"A stunning office building located in the heart of the city centre, which is currently undergoing extensive refurbishment to provide high quality, open plan office suites. The specification provides for an industrialist finish with exposed services to include air conditioning and LED lighting. The property further benefits from showers, secure bike storage, and car parking.( Agency Pilot Software ref: 1497 )",https://propertylink.estatesgazette.com/property-details/6944590-st-augustine-s-court-st-augustines-place-bristol-city-of-bristol-bs1,30th January 2025,51.453994,-2.598129
6984472,,"Crescent - Fitted Suites, Crescent, Temple Back, Bristol, BS1 6EZ",ROA,"1,200 - 6,000 Sq Ft","Office, Offices",Savills - Industrial,Sam Williams,"Key PointsSuites available fully fitted from 20 - 32 desks.Available from Jan 2024 for immediate occupation.Targeting Net Zero Carbon in Operation and in construction.19,000 sq ft of wellbeing, amenity space and private garden.EPC A. BREEAM Excellent. 100% Electric.Large open reception and collaboration space.Summary20 - 32 desk suite ready to go. Sustainable redeveloped work space available from January 2025. Gym / Wellness Studio, café & private gardenDescription20 - 32 desk suite ready to go. Sustainable redeveloped work space available from January 2025. Gym / Wellness Studio, café & private gardenLocationThe Crescent Centre is prominently located on the junction of Templeback and Temple Way, opposite Temple Quay. Backing onto Temple Church gardens providing a direct pedestrian route to Victoria Street.Bristol Temple Meads railway station is a 5 minute walk away and the M32 is within 1/2 a mile offering direct access to the national motorway network.Availability_textThe accommodation comprises the following areas:",https://propertylink.estatesgazette.com/property-details/6984472-crescent-fitted-suites-crescent-bs1,3rd January 2025,51.4522859,-2.5856006
6964764,Under Offer,"377 Two Mile Hill Road, Bristol, Gloucestershire, BS15","£20,000.00  Per  Annum","1,268 Sq Ft","Office, Retail - High Street, Offices, Retail",Burston Cook,Charlotte Bjoroy,"The property comprises a sales area and primary office carry mahogany laminate effect flooring throughout. The property is finished with painted plastered walls and ceilings and a mix of office style lighting. The hall and secondary office are fitted with carpet and there is an additional store, kitchen and two W.C's to the rear. The kitchen and W.C are fitted with a tile effect vinyl flooring.The property benefits from a gas fired boiler, a wet central heating system and an internal and external CCTV system which runs over WIFI. The property benefits from a single glazed aluminium powder coated shop front.The property has a rear car park shared with the office unit upstairs with six spaces allocated to the ground floor.( Agency Pilot Software ref: 1557 )",https://propertylink.estatesgazette.com/property-details/6964764-377-two-mile-hill-road-bristol-gloucestershire-bs15,27th November 2024,51.4632026,-2.5119742
6975437,,"Unit 149/149a South Liberty Trading Estate, Unit 149/149a, South Liberty Lane, Bristol, BS3 2TL","£135,000.00","10,803 Sq Ft","General Industrial, Warehouse, Distribution Warehouse, Trade Counter, Industrial Park, Industrial, Retail",Russell Property Consultants Ltd,Rob Russell,"South Liberty Lane is the main industrial suburb within South Bristol, providing a range of warehouses and industrial unitsfor various businesses. Historically, access to South Liberty Lane was gained via Winterstoke Road, however additionalaccess is now provided via the South Bristol Link Road . This now provides the estate with unrivalled access to the Bristoland North Somerset markets. The subject property is located on South Liberty Lane, adjacent a free communal car park.",https://propertylink.estatesgazette.com/property-details/6975437-unit-149-149a-south-liberty-trading-estate-unit-149-149a-south-liberty-lane-bristol-bs3-2tl,6th February 2025,51.4298353,-2.6236331
6943342,,"Unit 3 & 4, Avonmouth Way, Bristol, BS11 9YA",ROA,"22,052 - 72,588 Sq Ft","General Industrial, Industrial",BNP Paribas ,Josh Gunn,"Key PointsLarge Secure yardExcellent access onto the M5 via J.186 loading doorsIntegrated amenitiesOpportunity to increase the yard5.80m eavesFlexible leases consideredSummaryWarehouse / Industrial unit with large secure yard.DescriptionThe warehouse is constructed by way of a steel portal frame with brick/block work cavity walls. The property has an eaves height of 5.8m (19ft).Unit 3 has relatively new cladding and steel profile roof providing +15% natural lighting. There are four electric roller shutter doors. The property provides car parking to the front of unit 2, along with an access road from Avonmouth Way connecting to Third Way providing side loading along side both units.Unit 4 benefits from a large yard and 4 loading doors There is a separate yard for loading and parking accessed from Third Way. Fronts directly onto the main arterial route through Avonmouth.LocationThe subject property is located in a high profile location adjacent to J18 of M5. The premises fronts directly onto the main arterial route throughAvonmouth. Bristol City Centre is approximately 8 miles to the south east. The M4/5 interchange is around 7 miles to the north east.",https://propertylink.estatesgazette.com/property-details/6943342-unit-3-4-avonmouth-way-bs11,2nd February 2024,51.502436,-2.690695
6796631,,"29 Queen Square and Bristol Sailors Home , Bristol, City Of Bristol, BS1",ROA,"4,659 - 9,467 Sq Ft","Office, Offices",Burston Cook,Finola Ingham,"A unique opportunity to purchase a substantial commercial property on Queen Square.The long leasehold is for sale/or the property is available to rent.29 Queen Square - approximate NIA 4,695 sq ft (436 sq m).Sailor's Home  - approximate NIA 4,772 sq ft (443 sq m).Total NIA 9,467 sq ft (875 sq m).Available to rent or purchase together, or individually. ( Agency Pilot Software ref: 1193 )",https://propertylink.estatesgazette.com/property-details/6796631-29-queen-square-and-bristol-sailors-home-bristol-city-of-bristol-bs1,10th April 2024,51.4496188,-2.5938554
6946984,Under Offer,"Unit 7 Avonbank Industrial Centre, Unit 7, Avonbank Industrial Centre, Bristol, BS11 9DE",ROA,"3,503 Sq Ft","General Industrial, Warehouse, Industrial",BNP Paribas ,Rupert Elphick,"Key PointsPrime Avonmouth LocationMezzanineRoller Shutter DoorAmple ParkingSummaryEnd of terrace industrial unit benefitting from excellent access to Bristol and J.18 M5DescriptionThe units have been constructed around a steel portal frame with brick/block workcavity walls topped with profiled steel cladding beneath a pitched internally linedinsulated roof incorporating translucent roof lights. Internally, each unit offerswarehouse space with an internal office area with WC facilities.LocationAvonbank Industrial Estate is located on West Town Road, immediately off the A4 Portway,which offers direct access to Junction 18 of the M5 and M49 link to South Wales.Bristol City Centre is approximately 8 miles to the south east.The M4/5 interchange is around 7 miles to the north east.Availability_textThe accommodation comprises the following areas:",https://propertylink.estatesgazette.com/property-details/6946984-unit-7-avonbank-industrial-centre-unit-7-bs11,31st January 2025,51.490823,-2.691499
6988700,,"8-10, Whiteladies Road, Clifton, Bristol, BS8",£18.00   Per Sq Ft,"1,475 Sq Ft","Office, Healthcare, Offices, Other Property Types & Opportunities",Burston Cook,Finola Ingham,"The property occupies a prominent position fronting directly onto Whiteladies Road with the accommodation located on the hall/ground floor of the building.  The suite comprises approximately 1,475 sq ft and provides contemporary, light and bright working space and is offered with 4 on-site car parking spaces.A new lease available direct from the landlord.( Agency Pilot Software ref: 1639 )",https://propertylink.estatesgazette.com/property-details/6988700-8-10-whiteladies-road-clifton-bristol-bs8,7th February 2025,51.459492,-2.609046
7016628,,"Berkeley Square, Bristol, BS8","£900.00 - £248,850.00   Per Month (Furnished and All-inclusive)","120 - 27,650 Sq Ft","Serviced Office, Offices",Free Office Finder,Spencer Miller,Ref: EG93090• Private Offices (Serviced) - Furnished or Unfurnished• Flexible terms: 3 months to 5 years (rolling or fixed)• Flexible start dates available• Our agency service is 100% free (paid for by landlords),https://propertylink.estatesgazette.com/property-details/7016628-range-of-private-serviced-offices-to-rent-in-berkeley-square-bristol,20th February 2025,51.455443,-2.606625
7016676,,"York Street, Bristol, BS2","£224.00 - £6,720.00   Per Month (Furnished and All-inclusive)","120 - 3,000 Sq Ft","Serviced Office, Offices",Free Office Finder,Spencer Miller,"Ref: EG93225• Private Offices (Serviced) - Furnished or Unfurnished• Flexible terms: 3 months to 5 years (rolling or fixed)• Flexible start dates available• Our agency service is 100% free (paid for by landlords)Sizes & Prices:• 60 to 70 people (3,000 to 3,500 sq ft) = From £6,720 per month + VAT",https://propertylink.estatesgazette.com/property-details/7016676-range-of-private-serviced-offices-to-rent-in-york-street-bristol,20th February 2025,51.4605908,-2.5880675
6985833,Under Offer,"Unit 203C, Burcott Road, Avonmouth, BS11 8AD",ROA,"22,360 Sq Ft","Warehouse, Industrial",Savills - Industrial,Jack Davies,"Key PointsAccess to the M4, M4 and South WalesWell established industrial estateLarge secure yard and dedicated staff parking3 roller shutter doorsOffice accomodation  with WCs and KitchenetteSummaryEnd of terrace industrial unit To Let in AvonmouthDescriptionThe unit comprises an end of terrace clear span office with two storey office accommodation The office accommodation includes strip lighting, single glazed windows, air conditioning, male and female WCs and a kitchenette.The warehouse can be accessed by three roller shutter doors as well as a secure yard to the east elevation and a staff parking area. Internally the warehouse benefits from an eaves height of 5.5m.LocationThe unit is situated on Burccott Road, just of the A402 St Andrew's Road, the main arterial route to the M5 motorway Junction 18.Burccott Road is in the heart of Avonmouth giving access to the M4, M5 and South Wales via the M49 link road.ViewingsStrictly by appointment with Savills or joint agents Knight Frank.Availability_textThe accommodation comprises the following areas:PlanningWe understand that the unit has consent for B1, B2 & B8 under the Town and Country Planning (Use Classes) Order 1987 (as amended). However interested parties should make their own enquiries to the Bristol City Council.Legal CostsEach party will be responsible for their own legal costs in connection with the granting of a lease.ServicesMains water, mains drainage and three phase electricity are connected to the property. There are existing oil tanks on site for heating.EPCProvided upon request",https://propertylink.estatesgazette.com/property-details/6985833-unit-203c-burcott-road-bs11,24th February 2025,51.5181933,-2.6844966
6944588,,"8 and 8a Durdham Park, Bristol, City Of Bristol, BS6",ROA,"2,948 Sq Ft","Office, Healthcare, Leisure Property, Offices, Other Property Types & Opportunities, Licensed & Leisure",Burston Cook,Finola Ingham,"2 self contained buildings currently with an education use. Available separately or together and would suit various commercial units including office, medical etc (STP).New lease(s) available.( Agency Pilot Software ref: 1495 )",https://propertylink.estatesgazette.com/property-details/6944588-8-and-8a-durdham-park-bristol-city-of-bristol-bs6,11th February 2025,51.4726844,-2.6126704
7002120,,"Unit 5 Skyline, Filton, Bristol, BS34 6FG",ROA,"8,902 Sq Ft","General Industrial, Trade Counter, Industrial, Retail",Savills - Industrial,Jack Davies,"Key Points3 miles south of M4/M5 InterchangeOver 30,000 passing vehicle movements daily6,000 new homes being built in immediate areaPrime urban warehouse developmentIndividual units to cover wide range of sizes and can be consolidated to meet larger requirementsMinimum 8m to eaves15% PV panelsB2 B8 and E (g) (iii) usesSummaryPrime New Multi-let Urban Warehouse DevelopmentDescriptionTwo terraces of high specification urban logistics and light industrial warehousesFirst floor concrete mezzanine37.5 KN per SQMSurface level loading doorsPhotovoltaic Panels26% EV Charging SpacesEPC ALocationThe development is located in close proximity to the arterial route of the A38, approximately 6 miles north of Bristol City Centre and 3 miles South of the M4/M5 interchange. North Bristol is a micro market of the city which is expanding rapidly over the coming years, with YTLs Brabazon development contributing to the construction of 6,000 new homes in the immediate area, along with new metro bus, railway station and community facilities.Availability_textThe accommodation comprises the following areas:",https://propertylink.estatesgazette.com/property-details/7002120-unit-5-skyline-filton-bs34,24th February 2025,51.5126506,-2.5664596
6876996,,"2 College Square, Harbourside, Bristol, City Of Bristol","£380,580.00  Per  Annum","12,686 Sq Ft","Office, Offices",Carter Jonas LLP,Andrew Hardwick,"To Let - High Quality, Ground Floor, Air Conditioned Office Suite7 Basement Car Parking SpacesThe property comprises a modern purpose-built office building which has the benefit of a manned reception, fan coil air conditioning and raised floors, twin passenger lifts with basement car parking, showers and cycle storage.The subject accommodation comprises the whole Ground Floor which has been fitted out to a high standard by the current occupier to include a range of meeting rooms and individual offices as well as a high quality kitchen/welfare area.2 College Square is prominently positioned fronting the A4 Anchor Road on the western side of Bristol city centre. 2 College Square forms part of the Harbourside mixed use development that includes a wide range of housing, retail, food and beverage and leisure uses as well as being home to major office occupiers including Hargreaves Lansdown, HBOS and CMS Cameron McKenna.Coupled with being a vibrant location, Harbourside is highly accessible being walkable from nearby residential location such as Clifton and Hotwells, the location is served by Metrobus services to the south and west and regular bus services to many locations including the Portway park and ride. Bristol Temple Meads railway station is a 20 minute walk from the building.Harbourside benefits from two multi-storey car parks.The Ground Floor has two Energy Performance Certificates, rated D (81) and D (88). ( Agency Pilot Software ref: 20012915 )",https://propertylink.estatesgazette.com/property-details/6876996-2-college-square-harbourside-bristol-city-of-bristol,15th October 2024,51.454397,-2.587801
6985110,,"McArthur's Yard, Gas Ferry Road, Bristol, BS1",£25.00   Per Sq Ft,"3,400 - 3,750 Sq Ft","General Retail, Retail",Lambert Smith Hampton - Bristol ,Ben Tothill,"McArthur's Yard provides two prominant Class E units that front onto Gas Ferry Road ranging from 3,450 sq ft to 3,750 sq ft set below Bristol's most recent waterfront residential development. The units are finished to a shell and core specification and provide open plan commercial space suitable for a variety of uses.( Agency Pilot Software ref: 2060396 )",https://propertylink.estatesgazette.com/property-details/6985110-mcarthur-s-yard-gas-ferry-road-bristol-bs1,2nd January 2025,51.4479,-2.608148
6987376,,"Redwood House, Brotherswood Court, Great Park Road, Bradley Stoke, Bristol, Gloucestershire, BS32",£16.50   Per Sq Ft,"2,794 Sq Ft","Office, Offices",Burston Cook,Luke Dodge,"Brotherswood Court is a purpose built office development, which was developed around three existing farm buildings in the early 1990's, and comprises eight office buildings and a restaurant. The site also benefits from a Coffee #1 shop and hairdressers which are available for tenant and public use.The office suite features an open plan space benefitting from a suspended ceiling, LG3 lighting, heating and cooling system, raised access floors, showers and 11 car parking spaces.( Agency Pilot Software ref: 1636 )",https://propertylink.estatesgazette.com/property-details/6987376-redwood-house-brotherswood-court-great-park-road-bradley-stoke-bristol-gloucestershire-bs32,3rd February 2025,51.54877,-2.555025
6789063,,"Beacon Tower (formerly Colston Tower), Colston Street, Bristol, BS1 4RD",ROA,"2,297 - 4,267 Sq Ft","Office, Offices",Savills - Industrial,Harry Allen,"Key Points13th Floor: 4,267 sq ft - Available Summer 2024.3rd Floor: 2,297 - fully fitted 24 desks, 3 meeting rooms, 3 collaboration tables, breakout spaces, kitcehn with white good and lockers and storage space.Panaromic views across the City and Harbourside.New building cycle hub with shower & changing facilitiesOpen plan modern offices with excellent natural lighting.SummaryBeacon Tower Offices To Let, Bristol: 2,200 - 4,200 sq ft - Various suites available. Panoramic views across the city.Description13th Floor: 4,267 sq ft - Available Immediately.3rd Floor: 2,297 sq ft - Available Immediately.Beacon Tower has been a comprehensive refurbished including the following works;· Remodelled main reception and large communal break out / informal meeting space on the podium level.· DDA compliant access to the office accommodation.· State-of-the-art basement cycle hub providing six showers, changing area, locker facility, drying room and secure bike storage area for tenant use.· Bamabalan at podium level which offer a large terrace area with a rooftop bar and ping pong tables.· New signage, improved street approach and entrance coffee kiosk.The building is an iconic feature of The Bristol skyline and the 15-storey tower offers modern, flexible, open plan office accommodation designed around a central core.LocationTemple Meads mainline train station is a 15 minute walk away as is Cabot Circus Shopping Centre. Access to the M32 and regional motorway network is only one mile away and a comprehensive bus service including the new Metro network runs adjacent to the building.The popular Bristol Beacon venue is directly opposite as is the Trenchard Street multi storey car park which provides additional short term and longterm licence car parking.Availability_textThe accommodation comprises of the followingLetting InformationDate available: NowLetting type: Commercial",https://propertylink.estatesgazette.com/property-details/6789063-beacon-tower-formerly-colston-tower-colston-street-bs1,21st February 2025,51.45704,-2.596744
6917206,,"49 / 50 Queen Square, Bristol, BS1 4LW",ROA,"1,909 - 4,192 Sq Ft","Office, Healthcare, Offices, Other Property Types & Opportunities",Burston Cook,Finola Ingham,"An impressive pair of period buildings available to lease individually, or as a pair and undergoing a striking transformation to provide superb office accommodation.( Agency Pilot Software ref: 1405 )",https://propertylink.estatesgazette.com/property-details/6917206-49-50-queen-square-bristol-bs1-4lw,1st August 2024,51.4501646,-2.596165
6988890,,"Yard at Templegate Park, Mead Street, Totterdown, Bristol BS3 4RP",ROA,2.63 Acres,,CBRE - Bristol,Alex Quicke,"Secure Self Contained Yard / Compound2.53 Acres (1.06 ha)Description:* Immediately available on a short term / flexible lease basis* Rare central Bristol location* Secure and gated, self contained yard / compound* Part concrete, tarmacadam and hardcore surface* Available split or as a whole, subject to status* Within minutes of Bristol Temple Meads Train Station* Situated off A4 Bath Road with access to Junction 3 of the M32 motorway provided via St Philips Causeway.Accommodation:Total: 2.63 acres / 1.06 hectaresRent:Available upon application.",https://propertylink.estatesgazette.com/property-details/6988890-for-lease-yard-at-templegate-park-mead-street-totterdown-bristol-bs3-4rp,23rd October 2024,51.4448439,-2.5824309
