Id,Offer Status,Address,Price,Size,Property Type,Agency Name,Agent Name,Description,Property Link,Date Posted,Latitude,Longitude
6935807,Under Offer,"115b, High Street , Twerton , BA2 1DB","£20,000.00  Per  Annum","2,266 Sq Ft","Office, Retail - High Street, Restaurants/Cafes, Pubs/Bars/Clubs, Offices, Retail, Licensed & Leisure",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"DescriptionThe property comprises a terraced retail unit situated over ground and first floors with a large double glazed display window with frontage onto Twerton High Street. The property benefits from a main sales area on the ground floor with ancillary accommodation and w/c facilities provided on the first floor. The premises are suitable for a variety of uses, under use class ELocationThe property is located within the world heritage city of Bath, a popular commercial centre attracting a wide range of businesses as well as being a renowned retailing and tourism destination. The city has a residential population of over 108,000 and annual visitor numbers exceeding 6.25 million. Bath is served by excellent transport connections, junction 18 of the M4 being approximately 10 miles north of the city. Additionally, Bath Spa train station connects to Bristol Temple Meads and London Paddington, the latter having a journey time of approximately 1 hour 20 minutes.SituationThe property is situated on the High Street of Twerton, a suburb of Bath, south of Lower Bristol Road. The High Street has a strong retail offering, with Boots Pharmacy, Bakers of Bath and Bath City Football Club being nearby occupiers.Accommodation TextThe property benefits from the following Net Internal Floor Areas:-210.52 Sq M (2,266 Sq Ft )Business RatesRates payable subject to small business rate relief eligibility.We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Further InformationViewings can be arranged through the sole agents at CSquared.Nathan ClarkAllan Lloyd( Agency Pilot Software ref: 684 )",https://propertylink.estatesgazette.com/property-details/6935807-115b-high-street-twerton-ba2-1db,23rd April 2024,51.380064,-2.394467
7004410,,"3 Beau Street, Bath, Bath and North East Somerset","£27,500.00  Per  Annum",0 - 537 Sq Ft,"General Retail, Restaurants/Cafes, Retail, Licensed & Leisure",Carter Jonas LLP,Tim Brooksbank,"The mid-terraced Grade II Listed property is arranged over basement and ground floors. The ground floor is open plan with a traditional frontage onto Beau Street. The basement also offers open plan ancillary space along with a W/C.The space is mainly open plan and has the ability to be used for a variety of uses.Beau Street is located at the southern end of prime Stall Street with close proximity to SouthGate shopping centre. Beau Street links Stall Street with Hetling Court and Hot Bath Street and benefits from steady footfall from the Bath Thermae Spa and the Gainsborough Hotel.There is a mixture of uses within close proximity to the property including Cafe Nero, Tesco, Vodafone, Kokoro, Schuh, Bath Thermae Spa, Fly Fitness Boutique Gym and the 5* Gainsborough Hotel. Car parking is available at a number of sites nearby including the SouthGate car park and Avon Street car park.Kingsmead Square and the Kingsmead Leisure complex are also within close proximity and holds the Odeon cinema, Premier Inn and JD Weatherspoon's.The EPC will be made available to interested parties on application.( Agency Pilot Software ref: 20018305 )",https://propertylink.estatesgazette.com/property-details/7004410-3-beau-street-bath-bath-and-north-east-somerset,22nd January 2025,51.3802641,-2.3602999
6995772,,"15 Livingstone Road, Bath, Somerset, BA2 3PQ","£14,000.00  Per  Annum",484 Sq Ft,"Office, Retail - High Street, Offices, Retail",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"Description15 Livingstone Road comprises a well-lit open plan sales / office area at ground floor level of an end terraced property, with ancillary accommodation to the rear.The unit benefits from good street frontage and has a double fronted display.(Strictly no hot food uses)LocationBath is a city renowned for its attractive architecture, unique retail offering  and  world heritage status. Bath and North-East Somerset has a residential population of 193,400 and annual visitor numbers exceeding 6.25 million, according to the last Visitor Impact Report 2018. Bath is served by excellent transport infrastructure, junction 18 of the M4 being just 10 miles to the north via the A46. Train journeys to Bristol are just 12 minutes, with travel to London Paddington approximately 1 hour 20 minutes.SituationThe property is situated just off Moorland Road, one of the busiest suburban retail parades within the city limits of Bath, serving the local area which is a mix of young families and students. Just south of the Lower Bristol Road is home to many independent retailers, pubs, restaurants and professional services. Sainsburys, The Oyster Shell, Velo Lounge, The Grumpy Baker, Greggs and Bath Opticians are in all in close proximity.Accommodation TextThe property benefits from the following Net Internal Floor Areas:-Total 44.96 Sq M (484 Sq Ft)Business RatesRateable Value (April 2023) - £8,169UBR(23/24) - 0.499Rates Payable (April 2023) - £4,076Rates payable subject to small business rate relief eligibility.We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.EPC Text63 CFurther InformationMaddie PylesM 07950 765 672E maddie.pyles@cs-re.co.ukNathan ClarkM 07983 460 230E nathan.clark@cs-re.co.uk( Agency Pilot Software ref: 716 )",https://propertylink.estatesgazette.com/property-details/6995772-15-livingstone-road-bath-somerset-ba2-3pq,16th December 2024,51.3774105,-2.3784383
7001630,,"Unit 12, Riverside Court, Bath, Somerset, BA2 3DZ","£54,079.00  Per  Annum","2,638 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"Description12 Riverside Court comprises a self-contained, end-terrace office building configured over three floors. Internally, there is an entrance hallway leading to stairs to the upper floors, and also to an area designated for staff facilities and break out area. The upper floors provide open-plan accommodation with glazed partitioned meeting rooms. The first and second floors also benefit from good levels of natural light and high ceilings.Externally, the property is provided with 5 parking spaces.Key Features:Carpeted solid concrete floors.Mixture of LED and non-LED lighting.Perimeter and floor trunkingDouble-glazed aluminium-framed windows.Suspended ceilings.Good ceiling heights on the first and second floors, with a maximum height of 4 meters.Air conditioning.LocationLocated in Riverside Court, the office site is accessed off the A36 Lower Bristol Road, half a mile from Bath Spa Railway Station.The property sits adjacent to the Bath South Quays development and the Bath Enterprise Zone, where a newly constructed footbridge over the River Avon that connects Bath South Quays and Riverside Court to the city center. Bath benefits from good transport links, with frequent train services to Bristol in just 12 minutes and London Paddington in 90 minutes.SituationThe offices are situated in a courtyard of c. 1980s built complex of bespoke offices. The property itself is situated in the southern terrace and provides 3 carparking spaces in an under croft, with 2 further spaces allocated on the estate.Accommodation TextThe property benefits from the following Net Internal Floor Areas (IPMS 3):-Ground Floor - 63.17sq m (680sq ft)First Floor - 113.06sq m (1,217sq ft)Second Floor - 68.85sq m (741sq ft)Total - 245.07sq m (2,638sq ft)Business RatesRateable Value (April 2023) - £39,500UBR(24/2025) - 0.499Rates Payable (April 2023)£19,710.50We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Service Charge DetailsA service charge is levied in respect of the common areas on the estate. Further details available upon request.EPC TextEPC - 70 CFurther InformationFor further information please contact the sole agents at CSquared -Maddie PylesM 07950 765 672E maddie.pyles@cs-re.co.ukNathan ClarkM 07983 460 230E nathan.clark@cs-re.co.ukAllan LloydM 07527 388036E allan.lloyd@cs-re.co.uk( Agency Pilot Software ref: 1972 )",https://propertylink.estatesgazette.com/property-details/7001630-unit-12-riverside-court-bath-somerset-ba2-3dz,10th January 2025,51.378741,-2.367299
6976873,,"Second Floor, 25 Windsor Castle, Upper Bristol Road, Bath, Bath and North East Somerset, BA1 3DN","£17,500.00  Per  Annum","1,032 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,SECOND FLOOR OPEN PLAN OFFICE WITH PARKING TO LET( Agency Pilot Software ref: 832 ),https://propertylink.estatesgazette.com/property-details/6976873-second-floor-25-windsor-castle-upper-bristol-road-bath-bath-and-north-east-somerset-ba1-3dn,28th October 2024,51.3842868,-2.381915
6404201,Under Offer,"Ground Floor and Basement 21 Old Bond Street Old Bond Street, Bath, Somerset, BA1","£70,000.00  Per  Annum","2,266 Sq Ft","General Retail, Restaurants/Cafes, Retail, Licensed & Leisure",Carter Jonas LLP,Tim Brooksbank,Prominent Corner A1/A2/A3 Retail Unit To Let( Agency Pilot Software ref: 20009775 ),https://propertylink.estatesgazette.com/property-details/6404201-ground-floor-and-basement-21-old-bond-street-old-bond-street-bath-somerset-ba1,4th April 2024,51.383237,-2.361487
6987382,Under Offer,"23 Broad Street, Bath, Bath and North East Somerset, BA1 5LN","£13,850.00  Per  Annum","1,011 Sq Ft","Office, Retail - High Street, Offices, Retail",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"23 Broad Street comprises office / retail accommodation over three floors. The sales area is over ground and first floor with a single fronted window display onto Broad Street, with an office, staff room with kitchen and bathroom with w/c and shower at second floor. The premises have most recently been used as Class E, Retail.( Agency Pilot Software ref: 906 )",https://propertylink.estatesgazette.com/property-details/6987382-23-broad-street-bath-bath-and-north-east-somerset-ba1-5ln,11th November 2024,51.384769,-2.36035
6893325,,"Beazer House, Lower Bristol Road, Bath, Somerset, BA2",£24.00   Per Sq Ft,"30,864 Sq Ft","Office, General Retail, Offices, Retail",Carter Jonas LLP,Philip Marshall,"OFFICE BUILDING TO LETThe property comprises a 1960's purpose built office. It is distinctive within the city, with most of the accommodation ""on stilts"" providing parking at Ground Floor along with access, and the bulk of the accommodation at First, Second and Third Floors under a flat roof.The office accommodation is mostly open plan with some partitioning in place to create meeting rooms and break out areas.  ( Agency Pilot Software ref: 20013023 )",https://propertylink.estatesgazette.com/property-details/6893325-beazer-house-lower-bristol-road-bath-somerset-ba2,22nd April 2024,51.3779223,-2.3644769
6984798,,"First Floor, 27A Westgate Street, Bath, BA1 1EP","£8,000.00   Per Annum",529 Sq Ft,"Office, Offices, Land, Commercial Land",James Armitage,James Armitage,"Grade II Listed Georgian buildingCity centre location529ft2 / 49.1m2FEATURES:South‐facing front officeRear office with kitchenetteExclusive WC on ground floorLOCATIONWestgate Street is located in the heart of Bath’s historic city centre. Originally forming the route to the west gate of the fourth century Roman settlement, it is now a vibrant shopping street which connects the Abbey and Roman Baths with Kingsmead Square. The train station is only a ten minute walk, with trains to London Paddington in under an hour and a half, and to Bristol in twenty minutes.DESCRIPTIONThe offices are located on the first floor of a grade II listed Georgian building and consist of two interconnected rooms totalling 529ft2 (49.1m2). A large front room features south‐facing sash windows above the street. A generous rear room faces into a courtyard and incorporates a kitchenette. The accommodation also includes an exclusive WC on the ground floor. Heating is by way of electric storage heaters.TENUREThe existing lease runs to April 2027 and would be assigned by the current tenant. Alternatively, a new lease may be negotiated with the landlord, Bath and North East Somerset Council.RENTThe current rent is £8,000 per annum.TERMSTenant internal repairing terms. The tenure is by way of service charge to proportionately contribute the landlord’s costs in maintaining and redecorating the common lobby, staircase and service facilities and insuring the building.RATESThe current rateable value is £9,100. Current Government policy is that you will not pay business rates on a property with a rateable value of £12,000 or less, if it is the only property your business uses. Interested parties are advised to make their own enquiries in this regard.LEGAL COSTSEach party to be responsible for the payment of their own legal fees incurred in the transaction.EPCThe office has an energy rating of C (67).Subject to Contract",https://propertylink.estatesgazette.com/property-details/6984798-first-floor-27a-westgate-street-bath-ba1-1ep,15th October 2024,51.3814822,-2.3617323
6970383,,"7 Kingsmead Square, Bath, Bath and North East Somerset","£52,000.00  Per  Annum","1,900 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,"7 Kingsmead Square offers a rare chance to grow a business in a historic and revitalised top-to-bottom workspace located in an exciting part of Bath's city centre.The property has just been refurbished to a high specification and features new carpets and decoration, full data cabling, high performance window film, electric panel heating with optimised controller, LED lighting throughout, sound reducing floor system and new WC's and kitchen.Kingsmead Square is in the historic centre of Bath. The offices are within an impressive Georgian terrace that fills the south side of the Square, a beautiful amenity for you and your team, clients and visitors.With iconic sites, green spaces and the introduction of Bath's Clean Air Zone, there are many benefits to working and living in such a vibrant city.The current EPC is band C (52). ( Agency Pilot Software ref: 20016100 )",https://propertylink.estatesgazette.com/property-details/6970383-7-kingsmead-square-bath-bath-and-north-east-somerset,12th July 2024,51.3810553,-2.3632374
6889088,,"8 Palace Yard Mews, Bath, Bath And North East Somerset, BA1 2NH","£47,000.00  Per  Annum","2,355 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Nathan Clark,"HALF RENT - YEAR 1 - SUBJECT TO TERMSThe premises provide a mixture of cellular and open plan accommodation over, 3 floors with good levels of natural light offering a modern pleasant working environment. The offices have been recently renovated by the current tenant and the kitchen includes an oversized island to stimulate collaborative working. ( Agency Pilot Software ref: 618 )",https://propertylink.estatesgazette.com/property-details/6889088-8-palace-yard-mews-bath-bath-and-north-east-somerset-ba1-2nh,29th October 2024,51.3830384,-2.364532
6898832,,"Bath Street, Bath, Bath And North East Somerset, BA1",ROA,"5,381 Sq Ft","Office, General Retail, Restaurants/Cafes, Offices, Retail, Licensed & Leisure",Carter Jonas LLP,Tim Brooksbank,"LEASE ASSIGNMENT - Retail Unit 'E' UseThis Grade I Listed property comprises ground, first and basement floor sales and benefit from an attractive and prominent frontage onto Bath Street.The colonnades provide for al fresco dining along with additional seating (STP) on Bath Street. The recently refurbished property has a new staircase from basement level to first floor allowing an occupier to utilise all floors as sales. The property also benefits from an alcohol licence.The property is currently occupied by Fly Fitness who are looking to assign their Lease.  ( Agency Pilot Software ref: 20013056 )",https://propertylink.estatesgazette.com/property-details/6898832-bath-street-bath-bath-and-north-east-somerset-ba1,22nd April 2024,51.3807307,-2.3606197
6929932,,"Milsom Place, Bath, Bath And North East Somerset, BA1",ROA,"472 - 6,921 Sq Ft","General Retail, Leisure Property, Other, Restaurants/Cafes, Retail, Licensed & Leisure, Other Property Types & Opportunities",Carter Jonas LLP,Tim Brooksbank,"Milsom Place comprises over 30 units which are set around sunny courtyards, terraces and vaults that blend Georgian buildings with modern flourishes creating an irresistible shopping and dining experience visitors love to come back to.( Agency Pilot Software ref: 20014293 )",https://propertylink.estatesgazette.com/property-details/6929932-milsom-place-bath-bath-and-north-east-somerset-ba1,22nd April 2024,51.383904,-2.360889
6988953,Under Offer,"18 Kingsmead Square, Bath, Bath and North East Somerset","£25,000.00  Per  Annum","1,249 Sq Ft","Office, General Retail, Offices, Retail",Carter Jonas LLP,Tim Brooksbank,"The property is arranged over basement, ground, first, second and third floors. The ground floor is open plan with duel frontage onto Kingsmead Square and Monmouth Street. The upper floors consist of office / ancillary accommodation and have scope to be accessed separately from Monmouth Street.The premises is stripped from the previous tenants fixtures and fittings and ready for occupation. The space is mainly open plan and has the option to be used for a variety of uses although extraction will be difficult to install due to the configuration.Kingsmead Square is an attractive location within the heart of Bath providing good access to the Theatre Royal and the city's core retail zone. The square has a mixture of retailers, restaurants and cafe operators including Boston Tea Party, Kingsmead Kitchen, The Society Cafe, Yum Yum Thai, Swoon, Dough Pizzeria and also a number of office tenants. Car parking is available at a number of sites nearby, including the Avon Street Car Park and the Kingsmead Car Park. The Kingsmead Leisure complex is also within close proximity and holds the Odeon cinema, Premier Inn and JD Weatherspoon's.The EPC will be made available to interested parties on application.( Agency Pilot Software ref: 20016253 )",https://propertylink.estatesgazette.com/property-details/6988953-18-kingsmead-square-bath-bath-and-north-east-somerset,27th November 2024,51.3814784,-2.3630827
6978357,Under Offer,"Third Floor , 35 Gay Street, Bath, Bath and North East Somerset, BA1 2NT","£4,000.00  Per  Annum",139 Sq Ft,"Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"35 Gay Street is a grand and attractive, Grade II listed period townhouse. The building is of typical Georgian style with ashlar stone frontage with sash windows. Internally, it comprises of five floors, with the third floor split into three offices. The entrance to the property is on Gay Street and is shared with the ground floor retail. The upper parts of the building have use of a shared w/c, shower and kitchen facilities( Agency Pilot Software ref: 843 )",https://propertylink.estatesgazette.com/property-details/6978357-third-floor-35-gay-street-bath-bath-and-north-east-somerset-ba1-2nt,16th January 2025,51.3843283,-2.3632202
6920140,,"Storage Unit , The Old Fuller Earth Works, Fosseway Environment Park, Bath, Somerset","£25,000.00  Per  Annum","3,008 Sq Ft","General Industrial, Industrial",Carter Jonas LLP,Alison Williams,"Storage Unit - To LetThe property comprises an industrial storage unit of steel portal frame construction with steel clad elevations all under a steel clad roof.The unit has the benefit of two loading doors, one to the front gable end (4.2m high x 4.9m wide) and one to the side (6.2m high x 4.9m wide).Outside there is good circulation space and turning areas.The property is conveniently located just off the A367 approximately 2.5 miles from Bath City Centre.Conveniently located for access to BathTwo loading doorsGood circulation and turning areasScope to sub-divideThe unit has been used for storage. Prospective tenants should make their own enquiries regarding their intended use with the local planning authority, Bath and North East Somerset.Email: council_connect@bathnes.gov.ukTel: 01225 394041We are advised that no EPC is required for storage units without heating. ( Agency Pilot Software ref: 20014209 )",https://propertylink.estatesgazette.com/property-details/6920140-storage-unit-the-old-fuller-earth-works-fosseway-environment-park-bath-somerset,11th April 2024,51.322493,-2.374384
6873039,Under Offer,"14 Old Bond Street, Bath, Bath And North East Somerset","£120,000.00  Per  Annum","1,727 - 6,290 Sq Ft","General Retail, Retail",Carter Jonas LLP,Tim Brooksbank,"Retail Unit 'E' Use - To LetThis Grade II Listed property benefits from a prominent High Street frontage onto the busy street of Old Bond Street. The property comprises open plan sales space on the ground and first floors, with feature staircase from the ground to the first. Ancillary accommodation is located on the basement, second and third floors.Old Bond Street is situated within Bath's central Conservation Area at the junction of Milsom Street; Bath's most fashionable street. Bath's famous city centre shopping is in the heart, along with Bath Abbey and The Roman Baths.Old Bond Street is part of the Northern Quarter which forms Milsom Street, New Bond Street and Old Bond Street. Nearby occupiers include Russel  and  Bromley, Charles Tyrwhitt, Coppa Club, Monsoon and Jo Malone. Knopps and The Watchhouse are soon to open in 2023. ( Agency Pilot Software ref: 20012879 )",https://propertylink.estatesgazette.com/property-details/6873039-14-old-bond-street-bath-bath-and-north-east-somerset,11th April 2024,51.3827968,-2.3612682
7018354,,"8a High Street, Weston, Bath, Somerset, BA1 4BX (Ref:9235)",£700.00   Per Month,650 Sq Ft,"Retail - High Street, Retail",The Online Letting Agents,The Online Letting Agents,"Retail shop located in Weston village, Bath2 Rooms on 2 levels with toilet approx 650-700sqft.Deposit is 3 months rent under commercial lease term.Rent can be negotiated if you require longer term then 12 months.Reference: 009235Please note, by submitting an enquiry regarding this property you agree that we may send your details to the landlord of this property so they may contact you in order to answer any questions, or arrange a convenient viewing time. STRICTLY NO AGENT OR SUB-LETTING CALLS.",https://propertylink.estatesgazette.com/property-details/7018354-high-street-weston-bath-somerset-ba1-4bx-ref-9235,19th February 2025,51.395598,-2.39013
6991124,,"11 St. James's Parade, Bath, Bath and North East Somerset, BA1 1UL","£19,000.00  Per  Annum","1,409 Sq Ft","Office, Retail - High Street, Offices, Retail",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"Grade II Listed Class E UnitThis Grade II Listed property comprises open plan ground floor retail and is accessed through a shared entrance. The property benefits from good levels of natural light with a glazed frontage onto St James Parade and windows at the rear. Ancillary storage, kitchenette and W/C facilities are located on the Lower Ground Floor. The property also benefits from one parking space at the back of the property and another entrance at the lower ground floor level.( Agency Pilot Software ref: 922 )",https://propertylink.estatesgazette.com/property-details/6991124-11-st-james-s-parade-bath-bath-and-north-east-somerset-ba1-1ul,27th November 2024,51.3793891,-2.3612126
6930991,,"2-6 Northumberland Buildings, Bath, Bath And North East Somerset, BA1",£26.00   Per Sq Ft,"1,187 - 11,421 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,"OFFICE BUILDINGS TO LET2- 6 Northumberland Buildings forms the majority of a beautiful Grade II* Listed Georgian Terrace, just off prime Queen Square. The property has been occupied for around 100 years by a Bath law firm.Discussions are now underway in respect of refurbishments planned for the properties. ( Agency Pilot Software ref: 20014302 )",https://propertylink.estatesgazette.com/property-details/6930991-2-6-northumberland-buildings-bath-bath-and-north-east-somerset-ba1,17th October 2024,51.3830953,-2.3625702
6949367,,"First Floor, Riverside North, Walcot Yard, Walcot Street, Bath, BA1 5BG","£23,250.00  Per  Annum",930 Sq Ft,"Office, Offices",Carter Jonas LLP,Philip Marshall,"- Quality Open Plan Office Space- Good Local Transport Links- City Centre LocationThe property comprises a first floor office suite. The  suite is open plan, with some partitioning to provide meeting facilities. The office space also benefits from having its own kitchen and toilet facilities.( Agency Pilot Software ref: 14091279 )",https://propertylink.estatesgazette.com/property-details/6949367-first-floor-riverside-north-walcot-yard-walcot-street-bath-ba1-5bg,19th June 2024,51.3879217,-2.3584344
6967144,,"Units 1 and 2 Mulberry Park, Combe Down, Bath, Bath, Somerset","£20,000.00 - £45,000.00  Per  Annum","1,055 - 2,325 Sq Ft","General Retail, Retail",Carter Jonas LLP,Tim Brooksbank,"Mulberry Park is a distinctive, contemporary development of 700 high quality homes, community facilities and open spaces - a destination with views across the city. Offering the perfect blend of city and country living, Mulberry Park is within easy reach of both Bath's dynamic city centre and the area's stunning natural surroundings. This vibrant community will be enhanced by Bath's first new park for 100 years, a new primary school, a children's nursery and state-of-the-art leisure facilities.�The new community building is a warm and beautiful place that the community can feel proud of.  It provides high quality, flexible and comfortable spaces that are well used and generate activities and services that bring people together, providing opportunities for support and growth. The hub is a community run sustainable building that is easy to manage and has low running costs.The scheme comprises three retail units, Unit 1, Unit 2 and Unit D, Unit D is currently under offer to a convenience store. Units 1 and 2 remain available and are both arranged over ground floor only. Detailed plans and specifications are available upon request.The two units are situated in the heart of the new Mulberry Park development within Combe Down, Bath. Combe Down (population approx. 5,419) is a village suburb of the UNESCO World Heritage city of Bath which has a population of approx. 94,092 (2021 Census). It is situated approximately 2.4 kilometres to the south of Bath and is a predominantly residential area with several nearby schools. The area has excellent links to the city of Bath and other nearby towns including Bradford-on-Avon, Trowbridge and Frome, as well as other Bath suburbs such as Widcombe and Oldfield Park.( Agency Pilot Software ref: 20016057 )",https://propertylink.estatesgazette.com/property-details/6967144-units-1-and-2-mulberry-park-combe-down-bath-bath-somerset,20th June 2024,51.360377,-2.353609
6859720,Under Offer,"3, Bladud Buildings, Bath, BA1 5LS","£50,000.00  Per  Annum","2,708 Sq Ft","Office, Retail - High Street, Restaurants/Cafes, Pubs/Bars/Clubs, Offices, Retail, Licensed & Leisure",CSquared (Previously Colston & Colston Chartered Surveyors),Adam Sheward,"Commercial property suitable for a variety of usesThe fa�ade is typical of a Georgian townhouse, with a retail offering on the ground floor, however, the property provides significantly larger sales area than its neighbours, as it extends the full length of what was once the garden to the townhouse, across the ground and basement levels.The front of the property features two large windows, and a further window display at the edge of the property facing south, facing towards George Street.Internally, the property offers over 1,000 sqft of open plan space at ground floor with a further storage space running at basement level.( Agency Pilot Software ref: 580 )",https://propertylink.estatesgazette.com/property-details/6859720-3-bladud-buildings-bath-ba1-5ls,9th October 2024,51.385344,-2.360426
6404227,,"Kings Court Parsonage Lane, Bath, Bath And North East Somerset, BA1",ROA,"5,687 - 17,007 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,High Quality Open Plan Refurbished Offices To Let in Central Bath( Agency Pilot Software ref: 20009869 ),https://propertylink.estatesgazette.com/property-details/6404227-kings-court-parsonage-lane-bath-bath-and-north-east-somerset-ba1,11th April 2024,51.381907,-2.3611175
6962602,,"6 Terrace Walk, Bath, Bath And North East Somerset, BA1 1LN","£25,000.00  Per  Annum","1,144 Sq Ft","Office, Retail - High Street, Other, Offices, Retail, Other Property Types & Opportunities",CSquared (Previously Colston & Colston Chartered Surveyors),Nathan Clark,"Situated on the first and second floors, the property overlooks Parade Gardens to the front and the Bath Abbey to the rear, the first and second-floor demise offers a well-presented space which is currently fitted out to be used as a cooking school, but would be suitable to a range of users, (within use class E). Inside, the property features large sash windows to both the front and rear of the property which allows excellent levels of natural light into the unit. 6 Terrace Walk features two w/c's situated on the second floor.Terrace Walk is a row of Georgian townhouses overlooking Parade Gardens in the center of Bath. Situated 350 meters from Bath Spa train station and 500 meters from both Southgate car park and Bath bus station. The premises are convenient to access via a range of transport options. A wide variety of food and beverage establishments can be found on the doorstep ( Agency Pilot Software ref: 623 )",https://propertylink.estatesgazette.com/property-details/6962602-6-terrace-walk-bath-bath-and-north-east-somerset-ba1-1ln,31st May 2024,51.381243,-2.357851
6999378,Under Offer,"Trimbridge House, Bath, Trimbridge House, Trim Street, Bath, BA1 1HB",ROA,"2,146 Sq Ft","Office, Offices",Savills - Industrial,Sam Williams,"Key PointsNew LED lighting, A/C, kitchen tea point, 1 x glazed meeting room with parking.New shower provision & changing facilities.24 / 7 Access Control.Staffed building reception to manage the building.SummaryFINAL SUITE - 1,023 sq ft. The building has been comprehensively developed to provide open plan offices.DescriptionTrimbridge House final suite 1,023 sq ft of newly refurbished contemporary work spaces in central Bath.Featuring Studio Space, this exceptional space offers fully-fitted, self-contained, interior-designed turnkey spaces-with our transparent pricing model which means you know exactly what you’ll need to pay with no hidden extras- at an extremely competitive cost.LocationLocated at the heart of Bath's business district and in Bath’s city centre. The picturesque location is under a 10 minute walk from Bath’s bus and train station with great access to Bath University, it is only a 15 minute drive to the M4 and a 30 minute drive to Bristol International Airport. Bath's main car park is a 2 minute walk away at Charlotte Street.Availability_textThe accommodation comprises of the following",https://propertylink.estatesgazette.com/property-details/6999378-trimbridge-house-bath-trimbridge-house-ba1,20th December 2024,51.382722,-2.362273
6996286,Under Offer,"3 Argyle Street, Bath, Somerset","£40,000.00  Per  Annum","0 - 1,666 Sq Ft","General Retail, Restaurants/Cafes, Retail, Licensed & Leisure",Carter Jonas LLP,Tim Brooksbank,"Grade II Listed, mid terrace property comprises ground floor and lower ground floor sales spaces with ancillary storage in the basement. Toilet and kitchen facilities are located on the lower ground floor.Argyle Street is the link between Pulteney Bridge and Laura Place, which together with the proximity to the weir generate a high level of tourist pedestrian footfall. The Bath Recreation Ground is also located a short distance away and generates high levels of footfall during sporting events.Waitrose/John Lewis Home is also close by, with a 550 space multi-storey car park below. Other nearby occupiers include John Moore Sports, Mallory's Jewellers, Cutler  and  Gross, The Clubhouse, Honey Willow, Wadswick Country Store and Brora.The EPC will be made available to interested parties on application.( Agency Pilot Software ref: 20018286 )",https://propertylink.estatesgazette.com/property-details/6996286-3-argyle-street-bath-somerset,13th January 2025,51.383348,-2.357565
7015519,,"Second Floor, 35 Gay Street, BATH, BA1","£7,500.00  Per  Annum",440 Sq Ft,"Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Nathan Clark,"The premises comprise two office suites which occupy the whole of the second floor of the building. The well proportioned offices benefit period features, perimeter power and shared kitchen and WC facilities.The affluent Roman city of Bath is a popular commercial centre attracting a wide range of businesses as well as being a renowned retailing and tourism destination. It has a residential population of over 80,000 and annual visitor numbers exceeding 4 million at the last Census. Bath is served by excellent transport routes, including frequent train services to Bristol and London Paddington.Gay Street is an attractive retail area, running parallel to Milsom Street, connecting Queens Square with The Circus. Queen Square and is generally regarded as the professional quarter of Bath and is home to many of the City's accountancy, financial, legal and property companies.The property benefits from the following Net Internal Floor Areas:- 440 sq ftThe building is currently assessed as a whole by the VOA and the second floor will therefore require an assessment as a separate hereditament. Occupiers may benefit from small business rate relief eligibility.Each party is to be responsible for their own legal and professional fees incurred in any transaction.A service charge will be payable for the maintenance and upkeep of the communal areas of the building and will also include utility costs. Further details are available upon request.All interested parties to enquire of the sole agents( Agency Pilot Software ref: 254 )",https://propertylink.estatesgazette.com/property-details/7015519-second-floor-35-gay-street-bath-ba1,13th February 2025,51.3842295,-2.3631763
7004887,,"35 Gay Street, Bath, Bath and North East Somerset, BA1 2NT","£45,000.00  Per  Annum","1,777 Sq Ft","Retail - High Street, Restaurants/Cafes, Retail, Licensed & Leisure",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,CLASS E UNIT TO LETDescriptionThe property comprises flexible open plan retail accommodation with ancillary storage located on first floor and lower ground floor. The sales area is over ground floor comprising a front and rear show room and has an attractive double fronted window display with frontage onto Gay Street. The rear sales area benefits from great levels of natural light from a large sky light. W/C facilities are located on the ground floor and first floor.( Agency Pilot Software ref: 1987 ),https://propertylink.estatesgazette.com/property-details/7004887-35-gay-street-bath-bath-and-north-east-somerset-ba1-2nt,24th January 2025,51.3843283,-2.3632202
