Id,Address,Price,Size,Property Type,Agency Name,Agent Name,Description,Property Link,Date Posted,Latitude,Longitude
6926540,"Open Storage, The Old Fuller Earth Works, Fosseway Environment Park, Bath, Somerset",£2.50   Per Sq Ft,0.5 - 4 Acres,"General Industrial, Land, Industrial, Commercial Land",Carter Jonas LLP,Alison Williams,Open Storage OpportunitiesStorage yard areas from 0.5 - 4 acres with flat concrete surface. The site is secure with access being via security gates.The storage yards are accessed directly from the A367.The property is conveniently located just off the A367 approximately 2.5 miles from Bath City Centre.Hard StandingSecure SiteCovered Storage AvailableYards Available from 0.5 acresThe yard areas are currently used for open storage.  Prospective tenants should satisfy themselves in respect of the planning they require for their intended occupation.Local Authority Bath and North East SomersetEmail: council_connect@bathnes.gov.ukTel: 01225 394041As the property comprises open storage  an EPC will not be  required.  ( Agency Pilot Software ref: 20014252 ),https://propertylink.estatesgazette.com/property-details/6926540-open-storage-the-old-fuller-earth-works-fosseway-environment-park-bath-somerset,11th April 2024,51.3490304,-2.3900503
6778017,"The Old Fuller Earth Works, The Firs, Combe Hay, Bath, Somerset, BA2","£17,500.00  Per  Annum","1,274 Sq Ft","Office, Offices",Carter Jonas LLP,Maddie Pyles,The property comprises of first floor office space which will have its own separate entrance. The first floor is open plan. There is also a car park to the rear of the property which the tenant will have access to.Toilets will be constructed shortly.( Agency Pilot Software ref: 20012429 ),https://propertylink.estatesgazette.com/property-details/6778017-the-old-fuller-earth-works-the-firs-combe-hay-bath-somerset-ba2,11th April 2024,51.3492492,-2.3914026
6985097,"2.05 Newark Works, Lower Bristol Road, Bath, Somerset, BA2 3DQ",ROA,"1,081 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Allan Lloyd,"Unit 2.05 is situated on the ground floor, next to Mokoko Coffee at Newark Works with access directly from the exterior of the building. The suite benefits from double-height ceilings, a functional floorplate, fantastic levels of natural light, and features natural airflow. The unit has a solid concrete floor, exposed services including electricity ports and gas radiators, suspended dimmable LED strip lighting, Crittall windows and exposed beams.The communal kitchen and breakout space is located in the Crain Hall which acts as the site's community hub where a variety of breakout spaces can be found including a kitchen island, sofas, dining tables, and spaces for informal meetings. Formal meeting space is provided, the building has 2x 6-person meeting rooms and 2x 12-person meeting rooms.Kitchen essentials are provided along with fridges, freezers, ice machines, tea, coffee, dog biscuits, and more.Showers and lockers are located on the ground floor. W/c facilities can be found throughout the property on all floors.Newark Works holds a variety of social events throughout the month and occupiers are welcome to hold their own events at the premises also.Newark Works is the only remaining 19th century works of the highly significant engineering firm, Stothert  and  Pitt, once the cities principle employer.The development will retain much of the character of the building; set to provide unique and iconic industrial style workspaces.The huge halls and high ceilings, exposed brickwork and industrial steel, combine to provide a dramatic working environment, to provide a creative hub for forward thinkers, thought leaders and entrepreneurs.It is a dynamic and vibrant destination at the heart of the fast-evolving Bath Quays business district, within the new Bath Enterprise Zone. This is a home for single entrepreneurs, burgeoning creative businesses and well-established companies alike.Follow the link for a 3D walk through of the development and to see the available space: https://my.matterport.com/show/?m=t8MsouEWgD6 ( Agency Pilot Software ref: 651 )",https://propertylink.estatesgazette.com/property-details/6985097-2-05-newark-works-lower-bristol-road-bath-somerset-ba2-3dq,16th October 2024,51.3781761,-2.363818
6979304,"Ground Floor Of 6 Westgate Buildings, Bath, Bath, Somerset","£50,000.00  Per  Annum","1,012 Sq Ft","General Retail, Retail",Carter Jonas LLP,Tim Brooksbank,"The property is arranged over ground floor only and consists of open plan sales space fronting onto Westgate Buildings. There is additional ancillary space to the side of the sales area at a slightly raised level. The premises are currently in a stripped back condition and will require the installation of a W/C and kitchen. There is scope to install a small extractor fan at ground floor level, subject to the right statutory consents being granted.Westgate Buildings is situated just off the popular Kingsmead Square, which is an attractive location within the heart of Bath providing good access to the Theatre Royal and the City's core retail zone. The surrounding area has a mixture of retailers, restaurateurs and cafe operators including Tesco Express and Sports Direct.The Kingsmead Leisure Centre is also within close proximity and holds the Odeon cinema, Premier Inn and JD Weatherspoon's. Kingsmead Square located nearby is a popular destination with a mixture of uses including offices and local independent retailers. 6 Westgate Buildings also benefits from a bus stop outside.The EPC will be made available to interested parties on application.( Agency Pilot Software ref: 20016188 )",https://propertylink.estatesgazette.com/property-details/6979304-ground-floor-of-6-westgate-buildings-bath-bath-somerset,11th September 2024,51.382513,-2.381934
6960247,"25 Queen Square, Bath, Bath And North East Somerset, BA1 2HX",ROA,"627 - 4,150 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"DescriptionThe property comprises office suites spread over five floors of a Palladian Neo Classical, Grade I Listed Building. Internally, the offices are well proportioned and in good condition, benefitting from original period features and large sash windows overlooking Queens Square. Access to the property is through a secure, communal lobby and stairwell. There are shared kitchen and WC facilities.Parking is available by way of separate negotiation.LocationBath is a city renowned for its attractive architecture, unique retail offering  and  world heritage status. Bath and North-East Somerset has a residential population of 193,400 and annual visitor numbers exceeding 6 million, according to the last Visitor Impact Report 2018. Bath is served by excellent transport infrastructure, junction 18 of the M4 being just 10 miles to the north via the A46. Train journeys to Bristol are just 12 minutes, with travel to London Paddington approximately 1 hour 20 minutes.SituationThe property is located on the Northern side of Queen Square, which is generally regarded as Bath's premier professional office location and is home to many of the City's accountancy, financial, legal and property firms. Charlotte Street car park with approximately 1200 spaces is only a few minutes' walk.Accommodation TextThe property benefits from the following Net Internal Floor Areas:-Lower Ground Floor - 73.46Sq M (791Sq Ft)Ground Floor - 88.35Sq M (951Sq Ft)First Floor - 98.30Sq M (1,058Sq Ft)Second Floor - 58.21Sq M (627Sq Ft)Third Floor - 67.20Sq M (723Sq Ft)Total - 385.52Sq M (4,150Sq Ft)Business RatesRates payable subject to small business rate relief eligibility.Lower Ground Floor OfficeRateable Value (April 2023) £8,700UBR(23/24) 0.499Rates Payable (April 2023) £4,341Ground Floor OfficeRateable Value (April 2023) £21,250UBR(23/24) 0.499Rates Payable (April 2023) £10,604First Floor OfficeRateable Value (April 2023) £24,500UBR(23/24) 0.499Rates Payable (April 2023) £12,226Second Floor OfficeRateable Value (April 2023) £10,500UBR(23/24) 0.499Rates Payable (April 2023) £5,240Third Floor OfficeRateable Value (April 2023) £9,900UBR(23/24) 0.499Rates Payable (April 2023) £4,940We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Further InformationFor further information or to arrange a viewing please contact the sole agents at CSquared,Allan LloydM 07527 388036E allan.lloyd@cs-re.co.ukEmily DaggM 07398 637345E emily.dagg@cs-re.co.ukMaddie PylesM 07950 765672E maddie.pyles@cs-re.co.ukAmeneties 1Palladian Neo-Classical Grade I Listed propertyAmeneties 2Period Features and Excellent Outlook onto Queens Square  ( Agency Pilot Software ref: 709 )",https://propertylink.estatesgazette.com/property-details/6960247-25-queen-square-bath-bath-and-north-east-somerset-ba1-2hx,8th August 2024,51.3839494,-2.3636339
6975850,"Third Floor, 14 Queen Square, Bath, Bath and North East Somerset","£8,500.00  Per  Annum",,"Office, Offices",Carter Jonas LLP,Philip Marshall,"The property comprises a number of interconnecting offices all at third floor level. The office space benefits from shared WCs, showers and kitchen facilities.The property is situated on the western side of Queen Square in a prominent position on the corner within Bath city centre., next to Chapel Row. The offices are within a 15 minute walk of Bath Spa railway station, the Southgate Shopping Centre and a variety of restaurants, bars and amenities within the city centre.Bath is a UNESCO World Heritage City of international repute with an approximate population of 99,277 (ONS mid-year population estimates 2018). The city is a regional hub for retail and leisure and is one of the United Kingdom's most visited cities in terms of tourist numbers; with two universities and an established business community.Bath Spa train station has direct trains to both Bristol (circa 12 minutes) and London Paddington (circa 1 hour 30 minutes). Bath enjoys good road links to Bristol via the A4, the south coast via the A36 and the M4 Motorway (Junction 18).Prime city centreGrade I Listed Building ( Agency Pilot Software ref: 20016162 )",https://propertylink.estatesgazette.com/property-details/6975850-third-floor-14-queen-square-bath-bath-and-north-east-somerset,23rd October 2024,51.3830661,-2.3643166
6953158,"4th Floor, Cambridge House, Henry Street , Bath , BA1 1JT",ROA,"5,500 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"DescriptionCambridge House comprises ground and five upper floors. The fourth floor provides an open plan office space benefitting from raised carpet floors, LED and LG7 lighting, suspended ceilings, air conditioning, fitted kitchen, WC and shower facilities.LocationBath is a city renowned for its attractive architecture, unique retail offering  and  world heritage status. Bath and North-East Somerset has a residential population of 193,400 and annual visitor numbers exceeding 6.25 million, according to the last Visitor Impact Report 2018. Bath is served by excellent transport infrastructure, junction 18 of the M4 being just 10 miles to the north via the A46. Train journeys to Bristol are just 12 minutes, with travel to London Paddington approximately 1 hour 20 minutes.SituationThe office is situated on Henry Street, immediately adjacent to Southgate Shopping Centre. Nearby occupiers include Flourish CSR, Wealthtime, Handelsbanken, Marks and Spencers and several other shops, cafes and restaurants.Accommodation TextThe property benefits from the following Net Internal Floor Areas:-4th Floor - 511sq m (5,500sq ft)Measured in accordance with RICS Property Measurement Statement (2nd Ed.) incorporating the RICS Code of Measuring Practice (6th Ed.).Business RatesRateable Value (April 2023) - £115,000UBR(23/24) - 0.546Rates Payable (April 2023) - £62,790We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Service Charge DetailsThe tenant will be expected to contribute to a fair and reasonable proportion of the landlord's costs in the upkeep, repair and maintenance of the building. Further details provided upon request.EPC TextPlease enquire with the agent for the precise asset rating.Further InformationViewings can be arranged through the joint agents,Allan LloydM 07527 388036E allan.lloyd@cs-re.co.ukNathan ClarkM 07983 460 230E nathan.clark@cs-re.co.ukEmily DaggM 07398 637345E emily.dagg@cs-re.co.uk( Agency Pilot Software ref: 708 )",https://propertylink.estatesgazette.com/property-details/6953158-4th-floor-cambridge-house-henry-street-bath-ba1-1jt,8th August 2024,51.37994,-2.357639
6948551,"Unit N4, Beehive Yard, Bath, Bath And North East Somerset, BA1 5BT","£12,000.00  Per  Annum",493.53 Sq Ft,"Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"The property comprises office / studio arranged on the first floor of a two-storey development. Internally, the space is open-plan, with a window to the front and rear. There are shared WC facilities on both first and ground floor. Externally, the property is rendered and painted, below a pitched tile roof.Bath is a city renowned for its attractive architecture, unique retail offering  and  world heritage status. Bath and North-East Somerset has a residential population of 193,400 and annual visitor numbers exceeding 6 million, according to the last Visitor Impact Report 2018. Bath is served by excellent transport infrastructure, junction 18 of the M4 being just 10 miles to the north via the A46. Train journeys to Bristol are just 12 minutes, with travel to London Paddington approximately 1 hour 20 minutes.The property is located at The Foundry, off Walcot Street and below 'The Tramshed', occupied by Neptune. Walcot Street links the City Centre toLondon Road, one of the main routes into the city, to the North and East. Nearby amenities include Waitrose, Landrace Bakery and The Fine Cheese Company. Local parking can be found at the Cattle Market car park and the Podium car parkThe property benefits from the following Net Internal Floor Areas:-Studio Floor 45.85 Sq M 493.53 Sq FtAll figures taken in accordance with the RICS Statement Property Measurement(2nd Ed), incorporating the RICS Code of Measuring Practice (6th Ed.).Rateable Value (April 2023) £3,900UBR (23/24) 0.499Rates Payable (23/24) £1,946Rates payable subject to small business rate relief eligibility.We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Each party is to be responsible for their own legal and professional fees incurred in any transaction.66 CNathan ClarkEmily Dagg( Agency Pilot Software ref: 701 )",https://propertylink.estatesgazette.com/property-details/6948551-unit-n4-beehive-yard-bath-bath-and-north-east-somerset-ba1-5bt,4th September 2024,51.38605,-2.358995
6929932,"Milsom Place, Bath, Bath And North East Somerset, BA1",ROA,"472 - 6,921 Sq Ft","General Retail, Leisure Property, Other, Restaurants/Cafes, Retail, Licensed & Leisure, Other Property Types & Opportunities",Carter Jonas LLP,Tim Brooksbank,"Milsom Place comprises over 30 units which are set around sunny courtyards, terraces and vaults that blend Georgian buildings with modern flourishes creating an irresistible shopping and dining experience visitors love to come back to.( Agency Pilot Software ref: 20014293 )",https://propertylink.estatesgazette.com/property-details/6929932-milsom-place-bath-bath-and-north-east-somerset-ba1,22nd April 2024,51.383904,-2.360889
6983273,"2.07 Newark Works, Lower Bristol Road, Bath, Somerset, BA2 3DQ",ROA,"3,223 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Allan Lloyd,"The communal kitchen and breakout space is located in the Crain Hall which acts as the site's community hub where a variety of breakout spaces can be found including a kitchen island, sofas, dining tables, and spaces for informal meetings. Formal meeting space is provided, the building has 2x 6-person meeting rooms and 2x 12-person meeting rooms.Kitchen essentials are provided along with fridges, freezers, ice machines, tea, coffee, dog biscuits, and more.Showers and lockers are located on the ground floor. W/c facilities can be found throughout the property on all floors.Newark Works holds a variety of social events throughout the month and occupiers are welcome to hold their own events at the premises also.Newark Works is the only remaining 19th century works of the highly significant engineering firm, Stothert  and  Pitt.The development will retain much of the character of the building; set to provide unique and iconic industrial style workspaces.The huge halls and high ceilings, exposed brickwork and industrial steel, combine to provide a dramatic working environment, to provide a creative hub for forward thinkers, thought leaders and entrepreneurs.It is a dynamic and vibrant destination at the heart of the fast-evolving Bath Quays business district, within the new Bath Enterprise Zone. This is a home for single entrepreneurs, burgeoning creative businesses and well-established companies alike.Follow the link for a 3D walk through of the development and to see the available space: https://my.matterport.com/show/?m=t8MsouEWgD6 ( Agency Pilot Software ref: 559 )",https://propertylink.estatesgazette.com/property-details/6983273-2-07-newark-works-lower-bristol-road-bath-somerset-ba2-3dq,16th October 2024,51.3781761,-2.363818
6979703,"Unit 1 and 4 The Dairy, Priston Mill Farm, Priston, Bath, Somerset, BA2 9EQ","£24,000.00 - £27,000.00  Per  Annum","3,129 - 3,637 Sq Ft","General Industrial, Industrial",CSquared (Previously Colston & Colston Chartered Surveyors),Nathan Clark,"DescriptionUnit 1 comprises an end of terrace industrial unit constructed with a portal frame and clad externally in stone and timber with a sheet asbestos clad roof. The unit benefits from single phase electricity, mains water, drainage, and is separately assessed for rates. Minimum eaves height of approximately 6 meters and vehicular access is provided via a up and over roller shutter door of approx. 5.5m high and 4.5m wide (currently restricted by a suspended ceiling which could possibly be removed if necessary and minor alteration to opening).Unit 4 has similar construction to Unit 1 and has an L shape configuration. The unit benefits from a 3-phase electrical supply, mains water, drainage and is separately assessed for rates. Minimum eaves height of approximately 6 meters and ramped loading access of approx. 5.5m high and 4.5m wide.LocationPriston Mill is approximately 7 miles south of Bath and 12.8 miles south of Bristol. Despite its rural nature, the area is well connected with convenient access to major roads such as the A367 and A4.The site itself boasts  beautifully restored historic buildings including the Watermill and the Tythe Barn and comprises office accommodation (The Stables) and separate industrial accommodation (The Dairy).SituationUnit 1 and 4 are part of The Dairy development consisting of multiple units in a range of terraces situated off the principal access to the mill. The properties can be found on the left hand side of the main entrance as you approach.Accommodation TextThe property benefits from the following Gross Internal Floor Areas:-Unit 1 - 290.73sq m (3,129sq ft)Unit 4 - 337.92sq m (3,637sq ft)Business RatesUnit 1:Rateable Value (April 2023)£22,250UBR(23/24)0.499Rates Payable (April 2023)£11,103Unit 4:Rateable Value (April 2023)£25,750UBR(23/24)0.499Rates Payable (April 2023)£12,849We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Further InformationFor further information, please contact the sole agents:Nathan Clarke: nathan.clark@cs-re.co.ukm: 07983 460230 ( Agency Pilot Software ref: 850 )",https://propertylink.estatesgazette.com/property-details/6979703-unit-1-and-4-the-dairy-priston-mill-farm-priston-bath-somerset-ba2-9eq,19th September 2024,51.352633,-2.439178
6985747,"3 Northumberland Buildings, Bath, Bath and North East Somerset, BA1 2JB","£20,000.00  Per  Annum","1,161 Sq Ft","Office, Retail - High Street, Offices, Retail",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"3 Northumberland Buildings comprises the ground and lower ground floors of a mid-terraced Grade II* listed Georgian building. Currently used as a gallery, within Use Class E, the property comprises an open plan ground floor, half landing wc and kitchen facilities and additional ancillary storage to lower ground floor level.The main entrance off Wood Street is shared as an emergency exit only with the upper floor office occupiers. ( Agency Pilot Software ref: 901 )",https://propertylink.estatesgazette.com/property-details/6985747-3-northumberland-buildings-bath-bath-and-north-east-somerset-ba1-2jb,18th October 2024,51.383127,-2.36232
6920140,"Storage Unit , The Old Fuller Earth Works, Fosseway Environment Park, Bath, Somerset","£25,000.00  Per  Annum","3,008 Sq Ft","General Industrial, Industrial",Carter Jonas LLP,Alison Williams,"Storage Unit - To LetThe property comprises an industrial storage unit of steel portal frame construction with steel clad elevations all under a steel clad roof.The unit has the benefit of two loading doors, one to the front gable end (4.2m high x 4.9m wide) and one to the side (6.2m high x 4.9m wide).Outside there is good circulation space and turning areas.The property is conveniently located just off the A367 approximately 2.5 miles from Bath City Centre.Conveniently located for access to BathTwo loading doorsGood circulation and turning areasScope to sub-divideThe unit has been used for storage. Prospective tenants should make their own enquiries regarding their intended use with the local planning authority, Bath and North East Somerset.Email: council_connect@bathnes.gov.ukTel: 01225 394041We are advised that no EPC is required for storage units without heating. ( Agency Pilot Software ref: 20014209 )",https://propertylink.estatesgazette.com/property-details/6920140-storage-unit-the-old-fuller-earth-works-fosseway-environment-park-bath-somerset,11th April 2024,51.322493,-2.374384
6974836,"Unit 3, The Grain Store Spring Wharf, Roseberry Road, Bath, Somerset","£60,000.00  Per  Annum","3,409 Sq Ft","General Retail, Retail",Carter Jonas LLP,Tim Brooksbank,"Unit 3, currently trading as Scoop Wholefoods will be available from November 2024. The premises is arranged over ground floor only and consist of open plan sales area with separate W/C and staff facilities.The unit is perfectly suited for a mixture of uses, from local independents to national retailers. It could comprise of a supermarket, caf�, bar, fashion retail or restaurant that would cater not only for the residents of Spring Wharf, but also the densely populated surrounding areas. In addition to the scheme itself, over 2,500 high quality new homes are being or have recently been built around this site making this area a great opportunity for potential occupiers in a prime destination. Unit 3 has duel access out to the car parking area and neighbours which include Trek Bikes and Pure Gym.Spring Wharf occupies a highly prominent and accessible location at the junction of Lower Bristol and Windsor Bridge Road on the western side of Bath city centre. The site also has the benefit of frontage to the River Avon, offers excellent accessibility via a wide range of transport links into the city and the wider urban area. The site is within easy walking distance of Oldfield Park Railway Station, Bath Spa Railway Station is just a 25 minute walk and a number of bus services linking to the city centre and surrounding areas. Spring Wharf sits adjacent the Bristol and Bath cycle path and nearby to the Two Tunnels Greenway.Spring Wharf is a new mixed-use urban regeneration scheme enjoyinga high impact location within Bath's Enterprise Zone. This well connected scheme comprises one to three high quality retail and leisure units, up to 5,000 sq m of headquarter office space and 171 purpose built, high-end rental apartments. The prominent retail and leisure units benefit from parking, dual aspect entrances and a dedicated loading bay.The EPC will be made available to interested parties on application.( Agency Pilot Software ref: 20016151 )",https://propertylink.estatesgazette.com/property-details/6974836-unit-3-the-grain-store-spring-wharf-roseberry-road-bath-somerset,12th August 2024,51.38239,-2.381899
6972274,"26 Queen Square, Bath, Bath and North East Somerset","£95,000.00  Per  Annum","3,989 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,"The offices have front and rear entrances and a private car park. This has room for 5 cars independently or 7 if double parking. Also to the rear is a two storey residential unit ""26A"" that can be rented with the offices.Queen Square is a prime Bath city centre office location. The main shopping streets are nearby to the east and Bath Spa station 10-15 minutes' walk down through the shopping area.Victoria Park is immediately off the road behind No.26 and the large Charlotte Street car park is only a few minutes' walk away. No.26 is part of John Wood I's 300 year old grand Georgian ""Palace"" terrace filling the north side of the square and is Grade  I Listed.The property is situated on the Northern side of Queen Square in a prominent, central position. centre.Bath is a UNESCO World Heritage City of international repute with an approximate population of 94,092 (Census 2021). The city is a regional hub for retail and leisure and is one of the United Kingdom's most visited cities in terms of tourist numbers; with two universities and an established business community.An EPC has been commissioned and will be available on request. ( Agency Pilot Software ref: 20016129 )",https://propertylink.estatesgazette.com/property-details/6972274-26-queen-square-bath-bath-and-north-east-somerset,17th October 2024,51.383953,-2.3634759
6915700,"Ground Floor 2 Northumberland Buildings, Bath, Bath And North East Somerset, BA1","£23,750.00  Per  Annum",762 Sq Ft,"Office, General Retail, Offices, Retail",Carter Jonas LLP,Tim Brooksbank,"Ground Floor Office to Let2 Northumberland Buildings is part of beautiful  Grade  II* Listed Georgian Terrace.The property comprises ground floor, open plan office space at the front of the property, with private offices/meeting rooms and ancillary storage ,located at the rear of the property. Kitchen facilities and W/C's are also located at the rear of the ground floor. The property also benefits from a good frontage onto Northumberland Building's. ( Agency Pilot Software ref: 20012992 )",https://propertylink.estatesgazette.com/property-details/6915700-ground-floor-2-northumberland-buildings-bath-bath-and-north-east-somerset-ba1,22nd April 2024,51.383135,-2.362262
6893325,"Beazer House, Lower Bristol Road, Bath, Somerset, BA2",£24.00   Per Sq Ft,"30,864 Sq Ft","Office, General Retail, Offices, Retail",Carter Jonas LLP,Philip Marshall,"OFFICE BUILDING TO LETThe property comprises a 1960's purpose built office. It is distinctive within the city, with most of the accommodation ""on stilts"" providing parking at Ground Floor along with access, and the bulk of the accommodation at First, Second and Third Floors under a flat roof.The office accommodation is mostly open plan with some partitioning in place to create meeting rooms and break out areas.  ( Agency Pilot Software ref: 20013023 )",https://propertylink.estatesgazette.com/property-details/6893325-beazer-house-lower-bristol-road-bath-somerset-ba2,22nd April 2024,51.3779223,-2.3644769
6846731,"Land On The South Side Of Upper Bristol Road, Victoria Park Business Centre, Midland Road, Bath, BA1 3AX",ROA,1.1 Acre,"Land, Storage, Commercial Land, Industrial",Hartnell Taylor Cook LLP,William Shortall,"Key PointsSite comprises c1.1 acresIdeal for open storage or car storageExcellent access to Bath City Centre and South BristolSummaryOpen Storage Land Located off Upper Bristol RoadDescriptionThe site comprises circa 1.1 acres of open storage land which is accessed by a secure gate off Midland Road. The site benefits from being a level site and a regular shape.ViewingsViewings can be arranged through Hartnell Taylor Cook.LocationThe site is situated on Midland Road, just off the Upper Bristol Road which offers good transport links from the city centre to the A36, out to the Bath Road and A39.TermsThe site is to be offered for a guaranteed term up to 30 June 2024 with a rolling 3 month break after.",https://propertylink.estatesgazette.com/property-details/6846731-land-on-the-south-side-of-upper-bristol-road-victoria-park-business-centre,27th February 2023,51.3847786,-2.3799792
6979704,"Unit 2 The Stables, Priston Mill Farm, Priston, Bath, Somerset, BA2 9EQ","£10,000.00",592 Sq Ft,"Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Nathan Clark,"DescriptionUnit 2 The Stables provides first floor office space and is accessed via the management office reception on site. The unit comprises approximately 592sq ft and benefits for good levels of natural light. The accommodation has its own internal entrance from the reception and is open plan, having natural light provided by rooflights with access to a shared ground floor WC / Kitchen facility.LocationPriston Mill is approximately 7 miles south of Bath and 12.8 miles south of Bristol. Despite its rural nature, the area is well connected with convenient access to major roads such as the A367 and A4.The site itself boasts beautifully restored historic buildings including the Watermill and the Tythe Barn and comprises office accommodation (The Stables) and separate industrial accommodation (The Dairy).Accommodation TextThe property benefits from the following Net Internal Floor Areas:-Total 54.99m sq (592sq ft)Business RatesRateable Value (April 2023)£6,600UBR(23/24)0.499Rates Payable (April 2023)£3,293.4Rates payable subject to small business rate relief eligibility.We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Further InformationFor further information or to arrange a viewing please contact the sole agents at CSquared,Nathan ClarkM 07983 460 230E nathan.clark@cs-re.co.uk  ( Agency Pilot Software ref: 851 )",https://propertylink.estatesgazette.com/property-details/6979704-unit-2-the-stables-priston-mill-farm-priston-bath-somerset-ba2-9eq,19th September 2024,51.352633,-2.439178
6889088,"8 Palace Yard Mews, Bath, Bath And North East Somerset, BA1 2NH","£47,000.00  Per  Annum","2,355 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Nathan Clark,"HALF RENT - YEAR 1 - SUBJECT TO TERMSThe premises provide a mixture of cellular and open plan accommodation over, 3 floors with good levels of natural light offering a modern pleasant working environment. The offices have been recently renovated by the current tenant and the kitchen includes an oversized island to stimulate collaborative working. ( Agency Pilot Software ref: 618 )",https://propertylink.estatesgazette.com/property-details/6889088-8-palace-yard-mews-bath-bath-and-north-east-somerset-ba1-2nh,29th October 2024,51.3830384,-2.364532
6963754,"No. 10 Henry Street, Henry Street Bath, Bath, BA1 1JR",ROA,"1,273 - 4,178 Sq Ft","Office, Offices",Savills - Industrial,Sam Williams,"Key PointsFully fitted offices with desks, kitchen, breakout soft seating space.VRF heating & cooling air conditioningMechanical Air Handling providing fresh air to office areasLED lighting in PIR sensorsUgraded WCs with shower provision3 m floor to ceiling heightsSummaryBath City Centre - Grade A Offices: Fully Fitted Offices offering: 1,274 - 4,178 ft2 (118 - 388 m2). Flexible terms available.DescriptionFully Fitted Grade A redevelopment offering open plan working with an exposed services finish. Superbly located between Bath Spa Station, Manvers Street and Southgate Shopping Centre. No. 10 Henry Street provides modern office space in a historic Georgian setting.The office is available to let as a whole or on a floor by floor basis.LocationThe New Church comprises a comprehensively refurbished grade II listed office building, providing office accommodation across First, Upper and Lower Ground floor.The property is located in the centre of Bath, a short distance from Bath Spa railway station and has access to the M4 Motorway at Junction 18 via the A4.Availability_textThe accommodation comprises of the followingSpecificationsSpecification:Grade A redevelopmentVRF heating and cooling air conditioningMechanical Air Handling providing fresh air to office areasLED lighting on PIR sensors3 m floor to ceiling heights",https://propertylink.estatesgazette.com/property-details/6963754-no-10-henry-street-henry-street-bath-ba1,12th June 2024,51.3796983,-2.3574483
6965903,"3 The Office Village, Bath Business Park, Roman Way, Peasedown St. John, Bath, Somerset, BA2","£34,000.00  Per  Annum","2,240 Sq Ft","Office, Healthcare, Offices, Other Property Types & Opportunities",Burston Cook,Finola Ingham,"A spacious and self contained, open plan office, located on the popular Bath Business Park.  Available to purchase or lease.   Approx 2,240 sq ft.( Agency Pilot Software ref: 1560 )",https://propertylink.estatesgazette.com/property-details/6965903-3-the-office-village-bath-business-park-roman-way-peasedown-st-john-bath-somerset-ba2,15th June 2024,51.311885,-2.415219
6949367,"First Floor, Riverside North, Walcot Yard, Walcot Street, Bath, BA1 5BG","£23,250.00  Per  Annum",930 Sq Ft,"Office, Offices",Carter Jonas LLP,Philip Marshall,"- Quality Open Plan Office Space- Good Local Transport Links- City Centre LocationThe property comprises a first floor office suite. The  suite is open plan, with some partitioning to provide meeting facilities. The office space also benefits from having its own kitchen and toilet facilities.( Agency Pilot Software ref: 14091279 )",https://propertylink.estatesgazette.com/property-details/6949367-first-floor-riverside-north-walcot-yard-walcot-street-bath-ba1-5bg,19th June 2024,51.3879217,-2.3584344
